file,path,ok,returncode,dg_kcal_mol,kd_M,intermolecular_contacts,charged_charged_contacts,charged_polar_contacts,charged_apolar_contacts,polar_polar_contacts,apolar_polar_contacts,apolar_apolar_contacts,stdout,stderr
IgG_FP_0229.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0229.pdb,True,0,-10.7,1.4e-08,94,2.0,14.0,11.0,14.0,29.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0229_model0
[+] No. of intermolecular contacts: 94
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 14.0
[+] No. of apolar-polar contacts: 29.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.27
[+] Percentage of charged NIS residues: 19.25
[++] Predicted binding affinity (kcal.mol-1):    -10.7
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-08
",
IgG_FP_0230.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0230.pdb,True,0,-10.9,9.8e-09,62,3.0,7.0,12.0,3.0,20.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0230_model0
[+] No. of intermolecular contacts: 62
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 20.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 41.70
[+] Percentage of charged NIS residues: 19.31
[++] Predicted binding affinity (kcal.mol-1):    -10.9
[++] Predicted dissociation constant (M) at 25.0˚C:  9.8e-09
",
IgG_FP_0231.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0231.pdb,True,0,-10.2,3.5e-08,69,3.0,8.0,12.0,9.0,21.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0231_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 21.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 40.67
[+] Percentage of charged NIS residues: 19.25
[++] Predicted binding affinity (kcal.mol-1):    -10.2
[++] Predicted dissociation constant (M) at 25.0˚C:  3.5e-08
",
IgG_FP_0232.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0232.pdb,True,0,-11.4,4.6e-09,67,1.0,10.0,18.0,3.0,20.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0232_model0
[+] No. of intermolecular contacts: 67
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 18.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 20.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 41.54
[+] Percentage of charged NIS residues: 19.29
[++] Predicted binding affinity (kcal.mol-1):    -11.4
[++] Predicted dissociation constant (M) at 25.0˚C:  4.6e-09
",
IgG_FP_0233.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0233.pdb,True,0,-11.7,2.6e-09,88,2.0,8.0,13.0,9.0,28.0,28.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0233_model0
[+] No. of intermolecular contacts: 88
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 28.0
[+] No. of apolar-apolar contacts: 28.0
[+] Percentage of apolar NIS residues: 41.16
[+] Percentage of charged NIS residues: 19.08
[++] Predicted binding affinity (kcal.mol-1):    -11.7
[++] Predicted dissociation constant (M) at 25.0˚C:  2.6e-09
",
IgG_FP_0234.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0234.pdb,True,0,-11.3,4.9e-09,67,3.0,8.0,19.0,2.0,18.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0234_model0
[+] No. of intermolecular contacts: 67
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 41.75
[+] Percentage of charged NIS residues: 19.48
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  4.9e-09
",
IgG_FP_0235.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0235.pdb,True,0,-11.5,3.7e-09,82,7.0,11.0,16.0,10.0,25.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0235_model0
[+] No. of intermolecular contacts: 82
[+] No. of charged-charged contacts: 7.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 41.24
[+] Percentage of charged NIS residues: 19.72
[++] Predicted binding affinity (kcal.mol-1):    -11.5
[++] Predicted dissociation constant (M) at 25.0˚C:  3.7e-09
",
IgG_FP_0236.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0236.pdb,True,0,-8.9,3.1e-07,66,3.0,10.0,19.0,9.0,12.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0236_model0
[+] No. of intermolecular contacts: 66
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 40.55
[+] Percentage of charged NIS residues: 19.09
[++] Predicted binding affinity (kcal.mol-1):     -8.9
[++] Predicted dissociation constant (M) at 25.0˚C:  3.1e-07
",
IgG_FP_0237.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0237.pdb,True,0,-9.5,1.1e-07,60,3.0,7.0,14.0,1.0,11.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0237_model0
[+] No. of intermolecular contacts: 60
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.85
[+] Percentage of charged NIS residues: 19.06
[++] Predicted binding affinity (kcal.mol-1):     -9.5
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-07
",
IgG_FP_0238.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0238.pdb,True,0,-12.6,5.4e-10,85,2.0,10.0,13.0,8.0,31.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0238_model0
[+] No. of intermolecular contacts: 85
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 31.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 41.21
[+] Percentage of charged NIS residues: 18.55
[++] Predicted binding affinity (kcal.mol-1):    -12.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.4e-10
",
IgG_FP_0239.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0239.pdb,True,0,-11.3,5.0e-09,84,5.0,14.0,12.0,7.0,24.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0239_model0
[+] No. of intermolecular contacts: 84
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 41.57
[+] Percentage of charged NIS residues: 18.82
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.0e-09
",
IgG_FP_0240.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0240.pdb,True,0,-10.0,5.0e-08,58,1.0,4.0,4.0,9.0,25.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0240_model0
[+] No. of intermolecular contacts: 58
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 4.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 41.89
[+] Percentage of charged NIS residues: 18.53
[++] Predicted binding affinity (kcal.mol-1):    -10.0
[++] Predicted dissociation constant (M) at 25.0˚C:  5.0e-08
",
IgG_FP_0241.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0241.pdb,True,0,-11.8,2.2e-09,82,7.0,10.0,17.0,8.0,24.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0241_model0
[+] No. of intermolecular contacts: 82
[+] No. of charged-charged contacts: 7.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 41.67
[+] Percentage of charged NIS residues: 18.85
[++] Predicted binding affinity (kcal.mol-1):    -11.8
[++] Predicted dissociation constant (M) at 25.0˚C:  2.2e-09
",
IgG_FP_0242.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0242.pdb,True,0,-13.1,2.4e-10,77,3.0,11.0,20.0,3.0,26.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0242_model0
[+] No. of intermolecular contacts: 77
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 20.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 26.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 41.22
[+] Percentage of charged NIS residues: 19.72
[++] Predicted binding affinity (kcal.mol-1):    -13.1
[++] Predicted dissociation constant (M) at 25.0˚C:  2.4e-10
",
IgG_FP_0243.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0243.pdb,True,0,-10.7,1.5e-08,82,6.0,15.0,23.0,8.0,16.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0243_model0
[+] No. of intermolecular contacts: 82
[+] No. of charged-charged contacts: 6.0
[+] No. of charged-polar contacts: 15.0
[+] No. of charged-apolar contacts: 23.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 40.94
[+] Percentage of charged NIS residues: 18.50
[++] Predicted binding affinity (kcal.mol-1):    -10.7
[++] Predicted dissociation constant (M) at 25.0˚C:  1.5e-08
",
IgG_FP_0244.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0244.pdb,True,0,-11.1,6.7e-09,64,4.0,8.0,12.0,2.0,19.0,19.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0244_model0
[+] No. of intermolecular contacts: 64
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 19.0
[+] Percentage of apolar NIS residues: 40.82
[+] Percentage of charged NIS residues: 19.34
[++] Predicted binding affinity (kcal.mol-1):    -11.1
[++] Predicted dissociation constant (M) at 25.0˚C:  6.7e-09
",
IgG_FP_0245.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0245.pdb,True,0,-10.3,2.7e-08,81,5.0,13.0,22.0,4.0,13.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0245_model0
[+] No. of intermolecular contacts: 81
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 13.0
[+] No. of charged-apolar contacts: 22.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 42.28
[+] Percentage of charged NIS residues: 18.53
[++] Predicted binding affinity (kcal.mol-1):    -10.3
[++] Predicted dissociation constant (M) at 25.0˚C:  2.7e-08
",
IgG_FP_0246.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0246.pdb,True,0,-11.3,5.1e-09,77,4.0,12.0,12.0,7.0,25.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0246_model0
[+] No. of intermolecular contacts: 77
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 12.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 41.88
[+] Percentage of charged NIS residues: 19.44
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.1e-09
",
IgG_FP_0247.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0247.pdb,True,0,-13.0,2.8e-10,84,5.0,9.0,21.0,4.0,25.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0247_model0
[+] No. of intermolecular contacts: 84
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 21.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 41.50
[+] Percentage of charged NIS residues: 19.03
[++] Predicted binding affinity (kcal.mol-1):    -13.0
[++] Predicted dissociation constant (M) at 25.0˚C:  2.8e-10
",
IgG_FP_0248.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0248.pdb,True,0,-10.9,9.9e-09,65,0.0,12.0,10.0,3.0,22.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0248_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 12.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 41.80
[+] Percentage of charged NIS residues: 19.00
[++] Predicted binding affinity (kcal.mol-1):    -10.9
[++] Predicted dissociation constant (M) at 25.0˚C:  9.9e-09
",
IgG_FP_0249.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0249.pdb,True,0,-10.5,2.2e-08,65,4.0,8.0,23.0,6.0,15.0,9.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0249_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 23.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 9.0
[+] Percentage of apolar NIS residues: 41.47
[+] Percentage of charged NIS residues: 19.19
[++] Predicted binding affinity (kcal.mol-1):    -10.5
[++] Predicted dissociation constant (M) at 25.0˚C:  2.2e-08
",
IgG_FP_0250.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0250.pdb,True,0,-11.5,3.7e-09,99,8.0,14.0,20.0,15.0,27.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0250_model0
[+] No. of intermolecular contacts: 99
[+] No. of charged-charged contacts: 8.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 20.0
[+] No. of polar-polar contacts: 15.0
[+] No. of apolar-polar contacts: 27.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 41.85
[+] Percentage of charged NIS residues: 18.66
[++] Predicted binding affinity (kcal.mol-1):    -11.5
[++] Predicted dissociation constant (M) at 25.0˚C:  3.7e-09
",
IgG_FP_0251.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0251.pdb,True,0,-8.5,5.4e-07,65,4.0,10.0,10.0,6.0,13.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0251_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 41.98
[+] Percentage of charged NIS residues: 19.60
[++] Predicted binding affinity (kcal.mol-1):     -8.5
[++] Predicted dissociation constant (M) at 25.0˚C:  5.4e-07
",
IgG_FP_0252.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0252.pdb,True,0,-9.8,6.0e-08,63,1.0,4.0,15.0,2.0,14.0,27.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0252_model0
[+] No. of intermolecular contacts: 63
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 15.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 27.0
[+] Percentage of apolar NIS residues: 41.90
[+] Percentage of charged NIS residues: 19.17
[++] Predicted binding affinity (kcal.mol-1):     -9.8
[++] Predicted dissociation constant (M) at 25.0˚C:  6.0e-08
",
IgG_FP_0253.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0253.pdb,True,0,-12.8,4.4e-10,89,2.0,10.0,12.0,5.0,30.0,30.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0253_model0
[+] No. of intermolecular contacts: 89
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 30.0
[+] No. of apolar-apolar contacts: 30.0
[+] Percentage of apolar NIS residues: 41.78
[+] Percentage of charged NIS residues: 18.81
[++] Predicted binding affinity (kcal.mol-1):    -12.8
[++] Predicted dissociation constant (M) at 25.0˚C:  4.4e-10
",
IgG_FP_0254.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0254.pdb,True,0,-11.2,6.4e-09,70,3.0,8.0,22.0,3.0,17.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0254_model0
[+] No. of intermolecular contacts: 70
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 22.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 42.55
[+] Percentage of charged NIS residues: 18.63
[++] Predicted binding affinity (kcal.mol-1):    -11.2
[++] Predicted dissociation constant (M) at 25.0˚C:  6.4e-09
",
IgG_FP_0255.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0255.pdb,True,0,-12.5,7.0e-10,66,2.0,11.0,10.0,2.0,27.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0255_model0
[+] No. of intermolecular contacts: 66
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 27.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 41.16
[+] Percentage of charged NIS residues: 19.48
[++] Predicted binding affinity (kcal.mol-1):    -12.5
[++] Predicted dissociation constant (M) at 25.0˚C:  7.0e-10
",
IgG_FP_0256.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0256.pdb,True,0,-11.2,6.6e-09,74,2.0,8.0,20.0,5.0,19.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0256_model0
[+] No. of intermolecular contacts: 74
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 20.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 41.35
[+] Percentage of charged NIS residues: 18.69
[++] Predicted binding affinity (kcal.mol-1):    -11.2
[++] Predicted dissociation constant (M) at 25.0˚C:  6.6e-09
",
IgG_FP_0257.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0257.pdb,True,0,-10.4,2.3e-08,67,3.0,5.0,10.0,7.0,21.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0257_model0
[+] No. of intermolecular contacts: 67
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 21.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 40.56
[+] Percentage of charged NIS residues: 19.09
[++] Predicted binding affinity (kcal.mol-1):    -10.4
[++] Predicted dissociation constant (M) at 25.0˚C:  2.3e-08
",
IgG_FP_0258.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0258.pdb,True,0,-11.3,5.4e-09,82,3.0,8.0,21.0,2.0,17.0,31.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0258_model0
[+] No. of intermolecular contacts: 82
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 21.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 31.0
[+] Percentage of apolar NIS residues: 42.01
[+] Percentage of charged NIS residues: 19.33
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.4e-09
",
IgG_FP_0259.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0259.pdb,True,0,-11.1,6.8e-09,58,3.0,11.0,11.0,3.0,21.0,9.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0259_model0
[+] No. of intermolecular contacts: 58
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 21.0
[+] No. of apolar-apolar contacts: 9.0
[+] Percentage of apolar NIS residues: 41.60
[+] Percentage of charged NIS residues: 18.80
[++] Predicted binding affinity (kcal.mol-1):    -11.1
[++] Predicted dissociation constant (M) at 25.0˚C:  6.8e-09
",
IgG_FP_0260.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0260.pdb,True,0,-8.1,1.1e-06,55,1.0,8.0,9.0,2.0,8.0,27.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0260_model0
[+] No. of intermolecular contacts: 55
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 8.0
[+] No. of apolar-apolar contacts: 27.0
[+] Percentage of apolar NIS residues: 41.31
[+] Percentage of charged NIS residues: 18.34
[++] Predicted binding affinity (kcal.mol-1):     -8.1
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-06
",
IgG_FP_0261.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0261.pdb,True,0,-13.6,1.1e-10,89,2.0,13.0,17.0,4.0,30.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0261_model0
[+] No. of intermolecular contacts: 89
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 13.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 30.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 40.84
[+] Percentage of charged NIS residues: 19.12
[++] Predicted binding affinity (kcal.mol-1):    -13.6
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-10
",
